S&S Hotels and Suites Fresh Graduate & Exp. Job Recruitment (5 Positions) - UPDATED | Hot Nigerian Jobs.
ICT Officer at Bolton White Hotels & Apartments | Hot Nigerian Jobs.
Women Protection & Empowerment GBV Information Management System Officer at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
Chef Assistant needed at Foodie-Varsity Limited.
Graduate Medical Promotions/Sales Representative at Chemiron Group of Company (9 Positions) | Hot Nigerian Jobs.
Head of Innovation.
Business Development Officer.
Human Resources and Administrative Manager.
GM Strategy, Economics and Planning at Hobark International Limited (HIL) | Hot Nigerian Jobs.
Administrative Officer at a Large, Modern Integrated Farm | Hot Nigerian Jobs.
News: Independent National Electoral Commission (INEC) to Redeploy 4,000 Ad hoc Staff from Other States | Hot Nigerian Jobs.
Store Officer at a Reputable Construction Company | Hot Nigerian Jobs.
Policies & Processes Analyst at Standard Chartered Bank Nigeria | Hot Nigerian Jobs.
Financial Manager at a Fast Growing Indigenous Healthcare Company | Hot Nigerian Jobs.
Freelance/ Commission Sales Representative at White Tulip Consulting Limited - 12 Positions | Hot Nigerian Jobs.
Admin Assistant at a Fast Growing Indigenous Healthcare Company | Hot Nigerian Jobs.
Graduate Trainee (Medical Sales Representative) at White Tulip Consulting Limited - 10 Positions | Hot Nigerian Jobs.
Chemical Analyst at a Fast Growing Indigenous Healthcare Company | Hot Nigerian Jobs.
Accounting Assistant at a Large, Modern Integrated Farm | Hot Nigerian Jobs.
Farm Managers (Poultry, Fish, Crop) at a Large, Modern Integrated Farm | Hot Nigerian Jobs.
Account Officer at a Reputable Property Company  | Hot Nigerian Jobs.
Estate Surveyor at a Reputable Property Company  | Hot Nigerian Jobs.
International Tobacco Company Limited Fresh Job Recruitment (13 Positions) | Hot Nigerian Jobs.
International Rescue Committee (IRC) Fresh Job Recruitment (14 Positions) | Hot Nigerian Jobs.
Formulation Development Manager.
Sales Representative.
Auditor at a Reputable Construction Company | Hot Nigerian Jobs.
Entry-level Case Workers at Cooperazione Internazionale (COOPI)  | Hot Nigerian Jobs.
Fire Safety Engineer at BSS Consulting Limited | Hot Nigerian Jobs.
Events Manager.
Project Manager at Cooperazione Internazionale (COOPI) | Hot Nigerian Jobs.
Human Resources Management Officer at a Reputable Corporate Entity | Hot Nigerian Jobs.
Standard Chartered Bank Nigeria Recent Job Opening.
Quality Control Officer at a Reputable Corporate Entity | Hot Nigerian Jobs.
Operations Officer at a Reputable Corporate Entity | Hot Nigerian Jobs.
Head of Corporate Services at a Reputable Corporate Entity | Hot Nigerian Jobs.
Operations Manager at a Reputable Corporate Entity | Hot Nigerian Jobs.
GM Strategy, Economics and Planning at WTS Energy | Hot Nigerian Jobs.
Entry-level Marketing and Sales Officer (Printing) at W-Holistic Business Solutions | Hot Nigerian Jobs.
Renewal Representative IV at Oracle Nigeria | Hot Nigerian Jobs.
Director of Origination - Global Capital Markets at East Century Capital | Hot Nigerian Jobs.
Programme Associate (Nutrition) at the United Nations World Food Programme (WFP) | Hot Nigerian Jobs.
National Sales Manager at a Fast Growing Indigenous Healthcare Company | Hot Nigerian Jobs.
Regional Sales Manager at a Fast Growing Indigenous Healthcare Company | Hot Nigerian Jobs.
Country Sales Manager at a Fast Growing Indigenous Healthcare Company | Hot Nigerian Jobs.
Administrative Officer.
Real Estate and Renting Director Job in a Reputable Firm.
Case Worker Team Leader at Cooperazione Internazionale (COOPI) | Hot Nigerian Jobs.
Head of Financial Control & Advisory - SBU at a Reputable Corporate Entity | Hot Nigerian Jobs.
Consultant at Africon GmbH | Hot Nigerian Jobs.
Psychosocial Counselor at COOPI Cooperazione Internazionale | Hot Nigerian Jobs.
Field Advisor at Hobark International Limited (HIL) | Hot Nigerian Jobs.
Business Officer at Adron Homes and Properties Limited | Hot Nigerian Jobs.
Associate Producer at DM Holdings Limited | Hot Nigerian Jobs.
Associate TV Producers at DM Holdings Limited | Hot Nigerian Jobs.
Inventory Manager.
General Maintenance (Electrical/Mechanical) at a Fast Growing Indigenous Healthcare Company | Hot Nigerian Jobs.
Maintenance Mechanical Engineer at a Fast Growing Indigenous Healthcare Company | Hot Nigerian Jobs.
Software Implementation Officer at FinTrak Software Co. Limited | Hot Nigerian Jobs.
Marketing Communications Specialist at Sproxil Nigeria | Hot Nigerian Jobs.
Catering Supervisor at Enroyale Global Services Limited | Hot Nigerian Jobs.
Driver at Technology Advantage Network Limited | Hot Nigerian Jobs.
Finance Director at Save the Children Nigeria | Hot Nigerian Jobs.
Sales & Operations Manager at a Multinational Manufacturing Company - Stresert Services Limited - 5 Positions | Hot Nigerian Jobs.
Photocopier Service Technician at SOFWOK Nigeria - Ogun | Hot Nigerian Jobs.
Inspection Officer at MacTay Consulting - Lagos | Hot Nigerian Jobs.
MacTay Consulting Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Dahfex Global Solutions (DGS) Fresh Graduate & Exp. Job Recruitment (3 Positions) | Hot Nigerian Jobs.
British High Commission (BHC) Graduate Project Support Officer Recruitment | Hot Nigerian Jobs.
Stanbic IBTC Bank Latest Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Reboot West Africa Fellows Program 2018 | Hot Nigerian Jobs.
Adron Homes and Properties Limited Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Country Implementation Manager at Elizabeth Glazer Pediatric AIDS Foundation.
Recrutement des Brand Managers chez SITRACEL S.A.
commercial bilingue et marketists.
Photocopier Service Technician at SOFWOK Nigeria - Edo | Hot Nigerian Jobs.
Head Internal Audit, Life at ARM Life Plc | Hot Nigerian Jobs.
Graduate Trainee - Marketing and Business Development Representatives at Vitachem Nigeria | Hot Nigerian Jobs.
Laboratory Scientist at Vitachem Nigeria | Hot Nigerian Jobs.
Design Researcher Recruitment at Reboot Nigeria | Hot Nigerian Jobs.
Business Development Officer Job at Crestsage Nigeria Ltd.
Software Implementation Officer Job at FinTrak Software.
Inspection Officer - Port Harcourt.
Inspection Officer - Abuja.
Inspection Officer - Lagos.
White Tulip Consulting Limited Fresh Graduate & Exp. Job Recruitment (4 Positions) | Hot Nigerian Jobs.
Receptionist / Front Desk Officer.
Human Resources & Administrative Officer.
Chef at Simeon's Pivot Resources | Hot Nigerian Jobs.
Process Engineer - Product Supply at Procter & Gamble Nigeria | Hot Nigerian Jobs.
Swimming Pool Attendant at Bolton White Hotels & Apartments | Hot Nigerian Jobs.
Inspection Officer at MacTay Consulting - Abuja | Hot Nigerian Jobs.
Inspection Officer at MacTay Consulting - Rivers | Hot Nigerian Jobs.
Recovery Agent.
Quality Control Officer.
Business Development Officer.
Standard Chartered Bank Recruitment for Graduate Teller.
Recrutement de 06 Agents d'Exploitation (Coursiers) au sein de ZORICAM.
Country Director at Helen Keller International Cameroon.
Recrutement d'un(e) Chef Comptable via Melt Group.
Finance Director Vacancy at Save the Children.
Marketing Executive.
Graduate and Experienced Job Vacancies at White Tulip Consulting Limited.
PricewaterhouseCoopers Recruitment for Head, Corporate Planning.
PricewaterhouseCoopers Recruitment for Head, Risk Management.
Human Resources Business Partner Job at Rovedana.
Placement Manager Vacancy at Rovedana.
Chief Medical Director/CEO at the University of Ilorin Teaching Hospital | Hot Nigerian Jobs.
Fitter/Machinist at a Footwear Production Company | Hot Nigerian Jobs.
Industrial Welder at a Footwear Production Company | Hot Nigerian Jobs.
Extruder Operator/Technician at a Footwear Production Company | Hot Nigerian Jobs.
Marketing Officer at a Footwear Production Company | Hot Nigerian Jobs.
Assistant Pay Roll Manager at a Multinational Manufacturing Company - Stresert Services Limited | Hot Nigerian Jobs.
Graphic Artist.
Marketing Communications Specialist Job at Sproxil Nigeria.
Online Customer Service Representative - Graduate Trainee.
Marketing and Business Development Representative - Graduate Trainee.
Bar Manager.
Recrutement d'un(e) Recruitment Manager chez HR Development.
Freelance.
Quality Control Manager.
Recrutement d'une Sécretaire de Direction et des Commerciaux au sein de Centre de Protection et de Prevention Incendie.
Interns at Tizeti Network Limited - 20 Positions | Hot Nigerian Jobs.
IaaS/PaaS Cloud Success Manager at Oracle Nigeria | Hot Nigerian Jobs.
Recent Job Vacancies in a Footwear Production Company.
Hospital Accountant at Alliance Community Hospital | Hot Nigerian Jobs.
Account Officer at Newgate Medical Services Limited | Hot Nigerian Jobs.
Head, Information Security Solutions Sales at a Pan African Information Technology and Engineering Company | Hot Nigerian Jobs.
Head of Finance at Clement Ashley Consulting | Hot Nigerian Jobs.
Assistant Accountant at Smartflow Technologies Limited | Hot Nigerian Jobs.
Head, Human Resources at Clement Ashley Consulting | Hot Nigerian Jobs.
Graduate Hostess Recruitment in a 5-Star hotel.
Graduate Teller Recruitment at Workforce Management Centre.
Regional Marketing Manager - South Region at Airtel Nigeria | Hot Nigerian Jobs.
PHP Web Developer at UgarSoft Limited | Hot Nigerian Jobs.
Fire Safety Engineer.
Music Teacher - Theory/Practical at a Co-educational Christian School | Hot Nigerian Jobs.
Fine Art/Visual Art/Dance/Drama Teacher at a Co-educational Christian School | Hot Nigerian Jobs.
Technical Drawing/Electrical Installation and Maintenance Personnel at a Co-educational Christian School | Hot Nigerian Jobs.
Freelance at a Reputable ICT Solutions Provider | Hot Nigerian Jobs.
Director of Origination - Global Capital Markets Job at East Century Capital.
Bar Manager at an FMCG Conglomerate - Teclab Management Services Limited | Hot Nigerian Jobs.
News: NNPC to Create One Million Direct and Indirect Jobs - Biofuel Plant | Hot Nigerian Jobs.
Loader at a Reputable Company | Hot Nigerian Jobs.
Facility Officer  at a Young Holding Firm | Hot Nigerian Jobs.
Mathematics/Further Mathematics Teacher at a Co-educational Christian School | Hot Nigerian Jobs.
Renewal Representative IV Vacancy at Oracle Nigeria.
Business Development Officer (Oil & Gas) at a Young Holding Firm  | Hot Nigerian Jobs.
Assistant Pay Roll Manager Job at StreSERT Services.
Associates at Busara Center for Behavioral Economics | Hot Nigerian Jobs.
Trade Analyst at Tamrose Ventures Limited | Hot Nigerian Jobs.
Head, Human Resource & Management Services.
Head of Finance Job at Clement Ashley Consulting.
Marketing Executive at JCDecaux Africa | Hot Nigerian Jobs.
Information Technology Project Officer at Crestsage Limited | Hot Nigerian Jobs.
Pan African Information Technology and Engineering Company Fresh Job Vacancies (3 Positions) | Hot Nigerian Jobs.
Sales Supervisor Vacancy at eRecruiter Nigeria - North West.
Accounts Officer.
Instrumentation and Electrical Technician at Cameroon Oil Transportation Company (COTCO).
Jumia Nigeria Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
IT Sales Executive.
Oracle Nigeria Latest Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Correspondent at Nigerian NewsDirect Newspaper - Delta | Hot Nigerian Jobs.
Political Correspondent at Nigerian NewsDirect Newspaper - Abuja | Hot Nigerian Jobs.
Correspondent at Nigerian NewsDirect Newspaper - Edo | Hot Nigerian Jobs.
Research Fellow at the Institute of Chartered Accountants of Nigeria (ICAN)  | Hot Nigerian Jobs.
Head, Treasury at a Leading Fleet and Leasing Company - Kimberly Ryan | Hot Nigerian Jobs.
National Consultant - Good Governance at the United Nations Development Programme (UNDP) | Hot Nigerian Jobs.
Receptionist at a Reputable Shipping Company - OPSL Human Capital | Hot Nigerian Jobs.
Manager, Procurement at Alexander Nelson | Hot Nigerian Jobs.
Manager, CRC Documentation Unit at Standard Chartered Bank Nigeria | Hot Nigerian Jobs.
Technical Assistant, Clinical Services at FHI 360 - Damaturu | Hot Nigerian Jobs.
National Consultant - Social Capital Development and Economic Growth at the United Nations Development Programme (UNDP) | Hot Nigerian Jobs.
Mental Health and Psychosocial Support Field Officer (MHPSS Field Officer) at the International Committee of the Red Cross (ICRC) | Hot Nigerian Jobs.
Project Leader 12 / Chief of Party - Agricultural Competiveness at Abt Associates | Hot Nigerian Jobs.
Uber Driver Partner at Uber - Lagos | Hot Nigerian Jobs.
Professional Driver at Uber - Lagos | Hot Nigerian Jobs.
Graduate Direct Sales Executives (DSE) at a Foremost Commercial Bank - Workforce Group | Hot Nigerian Jobs.
Technical Assistant, Clinical Services at FHI 360 - Bauchi | Hot Nigerian Jobs.
Lecturer II, Faculty of Maritime Engineering & Technology at the Nigerian Maritime University (12 Positions) | Hot Nigerian Jobs.
Sales Executive at a Reputable Optometric Company - Flexedge Limited | Hot Nigerian Jobs.
Assistant Lecturer, Faculty of Science at the Nigerian Maritime University (5 Positions) | Hot Nigerian Jobs.
Assistant Lecturer, Faculty of General Studies at the Nigerian Maritime University (11 Positions) | Hot Nigerian Jobs.
Graduate Graphics Designer at Byteworks Technology Solutions Limited | Hot Nigerian Jobs.
Cloud Platform Representative - GB at Oracle Nigeria | Hot Nigerian Jobs.
Professor, Faculty of General Studies at the Nigerian Maritime University (11 Positions) | Hot Nigerian Jobs.
Reader, Faculty of Maritime Engineering & Technology at the Nigerian Maritime University (12 Positions) | Hot Nigerian Jobs.
Accountant at Slancio Business Management (SBM) | Hot Nigerian Jobs.
Senior Maintenance Manager at a Multinational Company - Adexen Recruitment Agency | Hot Nigerian Jobs.
Lecturer I, Faculty of General Studies at the Nigerian Maritime University (11 Positions) | Hot Nigerian Jobs.
Senior Lecturer, Faculty of Maritime Environmental Management at the Nigerian Maritime University (5 Positions) | Hot Nigerian Jobs.
Lecturer I, Faculty of Maritime Transportation at the Nigerian Maritime University (5 Positions) | Hot Nigerian Jobs.
Maintenance Manager at Hobark International Limited (HIL) | Hot Nigerian Jobs.
Senior Lecturer, Faculty of Science at the Nigerian Maritime University (5 Positions) | Hot Nigerian Jobs.
Reader, Faculty of Maritime Environmental Management at the Nigerian Maritime University (5 Positions) | Hot Nigerian Jobs.
Sales Executive - Electrical.
FHI 360 Fresh Job Recruitment (5 Positions) | Hot Nigerian Jobs.
Graduate Graphics Designer.
FHI 360 Recruitment for Technical Assistant, Clinical Services.
Logistics Platform Deputy Program Manager.
Customer Service Executive.
Nigerian Maritime University Academic Staff Recruitment 2017.
Documentation Officer.
Sales/Marketing Executive at Nigerian NewsDirect Newspaper - Ondo | Hot Nigerian Jobs.
Sales/Marketing Executive at Nigerian NewsDirect Newspaper - Oyo | Hot Nigerian Jobs.
Sales/Marketing Executive at Nigerian NewsDirect Newspaper - Ogun | Hot Nigerian Jobs.
Senior Manager - Technical at the Institute of Chartered Accountants of Nigeria (ICAN)  | Hot Nigerian Jobs.
Director, Research and Technical Education at the Institute of Chartered Accountants of Nigeria (ICAN)  | Hot Nigerian Jobs.
Correspondent at Nigerian NewsDirect Newspaper - Enugu | Hot Nigerian Jobs.
Correspondent at Nigerian NewsDirect Newspaper - Anambra | Hot Nigerian Jobs.
Correspondent at Nigerian NewsDirect Newspaper - Kaduna | Hot Nigerian Jobs.
PHP Web Developer Vacancy at Ugarsoft Limited.
Uber Driver Partner at Uber - Lagos | Hot Nigerian Jobs.
Professional Driver at Uber - Abuja | Hot Nigerian Jobs.
Head of Retail Operations at a Multinational Textile Company - eRecruiter Nigeria Limited | Hot Nigerian Jobs.
Business Development Officer.
Merchandiser - Benin.
Digital Marketing Specialist.
Merchandiser - Onitsha.
Merchandiser - Enugu.
Merchandiser - Owerri.
Key Account Representative - Port-Harcourt.
Motor Painter / Sprayer.
Two & Four Stroke Marine Outboard Engineer.
High End Account Representative at SABmiller Plc | Hot Nigerian Jobs.
Commercial Legal Advisor at MTN Nigeria | Hot Nigerian Jobs.
Officer, Public Relations (Events & Sponsorship) at MTN Nigeria | Hot Nigerian Jobs.
Business Developer & Marketing Officer.
Atlas Nigeria Recruitment for Chief of Staff.
Amaiden Energy Nigeria Limited Fresh Graduate & Exp. Job Recruitment (5 Positions)  | Hot Nigerian Jobs.
Technical Sales Representative.
Regional Sales Manager.
Senior Manager, Global Accounts Management at MTN Nigeria | Hot Nigerian Jobs.
Head, Proposal Advisory at KPMG Nigeria | Hot Nigerian Jobs.
Manager, Marine Services at Amaiden Energy Nigeria Limited | Hot Nigerian Jobs.
French Interpreters/Translators at TDSP Translators -  Rivers | Hot Nigerian Jobs.
French Interpreters/Translators at TDSP Translators -  Abuja | Hot Nigerian Jobs.
Chief Accountant at Hilton Worldwide | Hot Nigerian Jobs.
Upholsery Technician at Coaster Craft Limited | Hot Nigerian Jobs.
Architects at CSA Building Materials | Hot Nigerian Jobs.
Shelter Officer at the Danish Refugee Council (DRC) | Hot Nigerian Jobs.
Contractor - Car Hire Services at the United Nations Global Marketplace | Hot Nigerian Jobs.
Rig Supervisor - Expat at Amaiden Energy Nigeria Limited | Hot Nigerian Jobs.
Head Teacher at Paul Esther Consulting Limited   | Hot Nigerian Jobs.
Research and Training Executive at Attainables Educating and Entertaining Limited | Hot Nigerian Jobs.
Graduate Real Estate Business Executive at a Leading Real Estate Company - Hamilton Lloyd and Associates | Hot Nigerian Jobs.
Sales Representative at Sona Agro Allied Foods Limited | Hot Nigerian Jobs.
Regional Sales Manager at Sona Agro Allied Foods Limited | Hot Nigerian Jobs.
Technician (Refrigerators, Air Conditioners, Gas Cookers) at Somotex Nigeria Limited | Hot Nigerian Jobs.
Social Media Expert at Harafban Group | Hot Nigerian Jobs.
Chief of Staff at Atlas Nigeria | Hot Nigerian Jobs.
Occupational Therapist at Primly Services | Hot Nigerian Jobs.
Communications Field Officer at the International Committee of the Red Cross (ICRC) - Biu | Hot Nigerian Jobs.
News: Industrial Trust Fund (ITF) to Train 11,000 Youths Nationwide | Hot Nigerian Jobs.
Two & Four Stroke Marine Outboard Engineers at Coaster Craft Limited | Hot Nigerian Jobs.
Panel Beaters at Coaster Craft Limited | Hot Nigerian Jobs.
Painters at Coaster Craft Limited | Hot Nigerian Jobs.
Hobark International Limited (HIL) Fresh Job Recruitment (8 Positions) | Hot Nigerian Jobs.
The NewsDirect Global Concept Latest Job Recruitment.
The International Committee of the Red Cross (ICRC) Graduate Recruitment.
Personal Assistant / Company Secretary.
Marine Services Manager Job at Hobark International Limited.
Occupational Therapist.
IT Facilitator.
Graduate Trainee/Vidora Agent at Vidora Global Ventures  | Hot Nigerian Jobs.
Danish Refugee Council (DRC) Fresh Graduate & Exp. Job Recruitment (4 Positions) | Hot Nigerian Jobs.
Abt Associates Fresh Job Recruitment (8 Positions) | Hot Nigerian Jobs.
Nigerian NewsDirect Newspaper Fresh Job Recruitment (38 Positions) | Hot Nigerian Jobs.
Sales/Marketing Executive at Nigerian NewsDirect Newspaper - Bauchi | Hot Nigerian Jobs.
Sales/Marketing Executive at Nigerian NewsDirect Newspaper - Adamawa | Hot Nigerian Jobs.
Sales/Marketing Executive at Nigerian NewsDirect Newspaper - Abuja | Hot Nigerian Jobs.
Sales/Marketing Executive at Nigerian NewsDirect Newspaper - Niger | Hot Nigerian Jobs.
React JS Developer.
World Health Organization (WHO) Intern Recruitment | Hot Nigerian Jobs.
Graphic Artist at West-Bay Nigeria | Hot Nigerian Jobs.
Entry-level Case Worker at COOPI Cooperazione Internazionale | Hot Nigerian Jobs.
Junior Network Associate at DCK Nigeria Limited | Hot Nigerian Jobs.
Finance Assistant at St. Racheals Pharmaceuticals Limited | Hot Nigerian Jobs.
Zonal Data Assistant at the World Health Organization (WHO) | Hot Nigerian Jobs.
Unilever Nigeria Plc Recruitment for Graduate Core HR Admin Assistant | Hot Nigerian Jobs.
Medical Assistant at Ample Concepts | Hot Nigerian Jobs.
Rigger at Remavic Solutions Nigeria Limited | Hot Nigerian Jobs.
Entry-level Marketing and Sales Officer (Luxury Fashion) at W-Holistic Business Solutions | Hot Nigerian Jobs.
Graduate Marketing and Sales Officer (Manufacturing) at W-Holistic Business Solution | Hot Nigerian Jobs.
Mechanical Engineer at Remavic Solutions Nigeria Limited | Hot Nigerian Jobs.
Electrical Engineer at Remavic Solutions Nigeria Limited | Hot Nigerian Jobs.
Graduate Marketing and Sales Officer (Event Centre) at W-Holistic Business Solutions | Hot Nigerian Jobs.
Physical and Health Education Teacher at EDC Schools | Hot Nigerian Jobs.
Entry-level Office Staff Recruitment at EDC Schools | Hot Nigerian Jobs.
Social Media Strategist at Bellforte Consulting | Hot Nigerian Jobs.
Account Manager at Welltec Nigeria | Hot Nigerian Jobs.
Chief of Party - Nationwide at ABT Associate.
Mechanical Engineer.
Instrument Engineer.
Rigger.
Electrical Engineer.
Speech Writer.
Account Manager Vacancy at Welltec.
Mechanical Technician.
Multiple Positions at the African Development Bank.
Office Staff.
Technical School Graduate.
Driver Job at ABT Associate.
Entomology Technician Job at ABT Associate.
Technical Director Job at ABT Associate.
Organizational and Development Consultant.
Recruitment Specialist (Business Development Consultant).
Social Media Strategist.
Sales Executives/Sales Promoter at Nugo Nigeria | Hot Nigerian Jobs.
Accountant at Nugo Nigeria | Hot Nigerian Jobs.
Guinness Nigeria Plc Recruitment for Brewery Finance Manager | Hot Nigerian Jobs.
Physical and Health Education Teacher.
Senior Clinical Program Manager Job at EngenderHealth.
Head, Properties.
Graduate Human Resource Intern at Cleanserve Integrated Energy Solutions Limited (CIES) | Hot Nigerian Jobs.
Internal Auditor at Scripture Union (Nigeria) Press & Books Limited | Hot Nigerian Jobs.
Senior Software Developer at AppZone Limited | Hot Nigerian Jobs.
Assistant Production Manager at Scripture Union (Nig.) Press & Books Limited | Hot Nigerian Jobs.
Plumber at Central Realties Limited | Hot Nigerian Jobs.
Regional Commercial Manager (North) at Dangote Group | Hot Nigerian Jobs.
Drivers at the United Nations World Food Programme (WFP) - 10 Positions | Hot Nigerian Jobs.
Director of Finance at Save the Children Nigeria | Hot Nigerian Jobs.
Human Resource and Administrative Coordinator at the International Medical Corps (IMC) | Hot Nigerian Jobs.
Monitoring & Evaluation Program Specialist at Nuru International | Hot Nigerian Jobs.
Impact Programs Specialist at Nuru International | Hot Nigerian Jobs.
Graduate Tech Product Support Officer at Softcom Limited  | Hot Nigerian Jobs.
Lecturers - Leadership Studies Program at Kimpact Consulting | Hot Nigerian Jobs.
Entry-level Sales Executive at VAB Solutions | Hot Nigerian Jobs.
Call Centre/Customer Support Manager at Softcom Limited | Hot Nigerian Jobs.
Yaba College of Technology (Yabatech) Admissions into Engineering Technician Programmes for the 2017/2018 Academic Session | Hot Nigerian Jobs.
Consultant - Child Friendly Spaces Review and Assessment at Save the Children Nigeria | Hot Nigerian Jobs.
Cash Officer at Action Against Hunger | ACF-International | Hot Nigerian Jobs.
Technical Officer (Furniture) at a Foremost Furniture Company - Workforce Group | Hot Nigerian Jobs.
Entry-level Store Officer (Furniture) at a Foremost Furniture Company - Workforce Group | Hot Nigerian Jobs.
Daily Contribution Collector at Verite Microfinance Bank Limited | Hot Nigerian Jobs.
Business Head, Agriculture at Simba Agric and Power | Hot Nigerian Jobs.
News: Protest Rocks Nigerian Ports Authority Secret Recruitment | Hot Nigerian Jobs.
Gombe State University Admissions into Part-time Degree Programmes for the 2017/2018 Academic Session | Hot Nigerian Jobs.
Human Resource Intern.
Junior Network Associate.
Marketing Manager-Mobile App Marketing.
Graphic Artist.
CANADEM Recruitment for Coordination Officer.
Workforce Group Fresh Graduate & Exp. Job Recruitment (6 Positions) - UPDATED | Hot Nigerian Jobs.
FHI 360 Recruitment for Technical Officer, Monitoring & Evaluation.
Graduate Medical Representative at Sanofi Nigeria | Hot Nigerian Jobs.
Head, Ethical Business Unit at Sanofi Nigeria | Hot Nigerian Jobs.
Service Delivery Manager / Operations Manager at Rovedana | Hot Nigerian Jobs.
Medical Director/CEO at the Federal Neuro-Psychiatric Hospital, Kaduna | Hot Nigerian Jobs.
Supermarket Manager at Teclab Management Services Limited | Hot Nigerian Jobs.
Guinness Nigeria Plc Recruitment for Laboratory Technician | Hot Nigerian Jobs.
Administrative Officer at Hyinsco Integrated Services | Hot Nigerian Jobs.
Graduate Help Desk Support Officer at Tranter IT Infrastructure Services Limited (TITIS) - Rivers, Cross Rivers, Adamawa, Borno | Hot Nigerian Jobs.
African Development Bank Group (AfDB) Fresh Job Recruitment (15 Positions) - UPDATED | Hot Nigerian Jobs.
HNJobs (Recap): Top Entry-level Job Opportunities This Week! | Hot Nigerian Jobs.
HNJobs (Recap): Top Companies Recruiting For Fresh Graduates This Week  | Hot Nigerian Jobs.
HNJobs (Recap): Top Management Trainee Job Opportunities This Week! | Hot Nigerian Jobs.
Supermarket Manager.
Service Delivery Manager / Operations Manager Vacancy at Rovedana.
Graduate Medical Representative Vacancy at Sanofi Nigeria.
Sales Representative Job at SABMiller Plc.
Graphics Artist.
Documentation Officer.
Research Fellow.
Head, Proposal Advisory Vacancy at KPMG Professional Services.
Save the Children Nigeria Fresh Job Recruitment (10 Positions) - UPDATED | Hot Nigerian Jobs.
Principal Protocol and Events Management Officer at the African Development Bank Group (AfDB) | Hot Nigerian Jobs.
Unilever Nigeria Plc Recruitment for Human Resources, BP - Supply Chain | Hot Nigerian Jobs.
Principal Evaluation Officer at the African Development Bank (AfDB) | Hot Nigerian Jobs.
PHE Technical Team leader- Rapid Response Team at Oxfam Nigeria | Hot Nigerian Jobs.
Production Manager - Golden Pasta at Flour Mills of Nigeria Plc | Hot Nigerian Jobs.
Bartender at Janchine Nigeria Limited | Hot Nigerian Jobs.
Senior Legal Consultant at DCSL Corporate Services Limited | Hot Nigerian Jobs.
Regional Sales Executive at a Leading Oil and Gas Company - Hamilton Lloyd and Associates | Hot Nigerian Jobs.
Technical Sales/ Service Engineer at a Leading Oil and Gas Company - Hamilton Lloyd and Associates | Hot Nigerian Jobs.
Terminal Automation Engineer at a Leading Oil and Gas Company - Hamilton Lloyd and Associates  | Hot Nigerian Jobs.
Graduate Admin Officer at Moloney and Company Limited | Hot Nigerian Jobs.
Business Development Manager at a Leading Oil and Gas Company - Hamilton Lloyd and Associates | Hot Nigerian Jobs.
Chief Financial Officer/Head of Finance at Stern & Kay Consulting Limited | Hot Nigerian Jobs.
Experienced Java Software Engineer/Developer at Tolet.com.ng | Hot Nigerian Jobs.
Mining Engineer (Senior) at Mosra Enerji Limited | Hot Nigerian Jobs.
Sales Executive at Enroyale Global Services Limited | Hot Nigerian Jobs.
Quantity Surveyor at Proportion Construction & Dredge Works Nigeria Limited | Hot Nigerian Jobs.
Monitoring & Evaluation Program Specialist Vacancy at Nuru International.
Sales Manager Recruitment at SABMiller Plc.
Andriod Developer.
Impact Programs Specialist Vacancy at Nuru International.
Transport Facilitation Expert Job in a Civil Engineering Company.
Reseller Agent.
Human Resource and Administrative Coordinator.
Emergency Program Coordinator Job at International Medical Corps.
General Manager, Finance and Accounting at APM Terminals | Hot Nigerian Jobs.
Head ERM/ Strategy - Chief Risk Officer at Janchine Nigeria Limited | Hot Nigerian Jobs.
Principal Commodity Crop Processing Zones/ Rural Development Officer at the African Development Bank (AfDB) | Hot Nigerian Jobs.
Mall Business Manager at Teclab Management Services Limited | Hot Nigerian Jobs.
Head, Internal Control at a Reputable Insurance Company - Janchine Nigeria Limited | Hot Nigerian Jobs.
Store Keeper at CP Foods | Hot Nigerian Jobs.
Internal Control Officer at CP Foods | Hot Nigerian Jobs.
Lead Transport Economist  at an Internationally Reputed Civil Engineering Company - ValueFronteira Limited | Hot Nigerian Jobs.
Receptionist/Front Desk Officer at Vernitech Consulting Limited | Hot Nigerian Jobs.
Sales Director at GVA Partners | Hot Nigerian Jobs.
Cash Officer at Soteria Eye Clinic Limited | Hot Nigerian Jobs.
Agronomist at a Farm Establishment - Rossland Group | Hot Nigerian Jobs.
Database Administrator at Workforce Group  | Hot Nigerian Jobs.
Field Marketing Officer.
Assistant Production Manager.
News: Story of a Third Class Graduate Who Now Turns Down Multinational Company Jobs | Hot Nigerian Jobs.
Quality Control / Quality Assurance Officer.
Acheteur (euse).
Entry-level Sales Executive.
Call Centre / Customer Support Manager Job at Softcom.
Admin Officer.
Senior Software Developer.
Senior Brands Manager at Zenera Group | Hot Nigerian Jobs.
Senior Media Relations Manager at Zenera Group | Hot Nigerian Jobs.
Senior Executive Writer at Zenera Group | Hot Nigerian Jobs.
