TITLES
S&S Hotels and Suites Fresh Graduate & Exp. Job Recruitment (5 Positions) - UPDATED | Hot Nigerian Jobs.
Offre d'emploi - Géologue via Hire Resolve Akwajobs   (Douala, Cameroon) Posted : 5 November, 2017 Category : Geologie   Location : Douala, Cameroon Job type : Full Time On a besoin d’un géologue pour une très formidable société des mines au Cameroun.
Offre d'emploi - Administrateur Systeme et Reseau chez EFAP Corporate Akwajobs   (Yaoundé, Cameroun) Posted : 3 November, 2017 Category : Informatique   Location : Yaoundé, Cameroun Job type : Full Time ADMINISTRATEUR SYSTEME ET RESEAU  DESCRIPTION DU POSTE  Administrer les systèmes, les équipements, les outils et les bases de données ; Assurer leur exploitation optimale ; Concevoir, gérer et utiliser les outils, systèmes, applications et bases de données adaptés à la gestion informatique et du réseau ; Assurer la maintenance évolutive des matériels, logiciels et systèmes ; Concevoir et mettre en œuvre les solutions techniques ; Prendre en charge les projets d'infrastructure ; Assurer la sécurité et l'optimisation des systèmes informatiques de vos domaines d'activité ; S’assurer que l'ensemble du parc est à jour et en adéquation avec les règles de sécurité informatique de l'entreprise ; Participer activement à la rédaction et la mise à jour des documents d'architecture de votre domaine, des documents de support et de maintenance ; Participer à l’élaboration des termes de références et des cahiers de charge relatifs aux matériels et prestations intellectuelles dans le domaine de l'informatique; Former et assister les utilisateurs; Participer à la réception technique des matériels, logiciels et prestations informatiques émanant des fournisseurs externes.
Ingénieur Multiconcept   (Douala, Cameroon) Posted : 6 November, 2017 Category : Génie électrique    Location : Douala, Cameroon Job type : Full Time -          01 ingénieur de génie électrique avec 03 ans d'expérience dans les études d'électrique en bâtiment et énergie solaire.
Recrutement d'un(e) Chargé d'Administration et Finances pour un Projet de la GIZ GmbH    (Ngaoundéré, Cameroun) Posted : 6 November, 2017 Category : Comptabilité, Audit, Finance   Location : Ngaoundéré, Cameroun Job type : Full Time Offre d’emploi à ONG GIZ : UN(E) CHARGE(E) D’ADMINISTRATION ET FINANCES AU PROJET D’APPUI A LA RESILIENCE DE LA GIZ GmbH  APPEL A CANDIDATURE POUR LE RECRUTEMENT D’UNE CHARGE(E) D’ADMINISTRATION ET FINANCES BANDE 4 A DU PROJET D’APPUI A LA RESILIENCE SOCIO-ÉCONOHIQUE DES JEUNES VULNERABLES (EXTREME-NORD, NORD ET ADAMAOUA) DE LA DEUTSCHE GESELLSCHAFT FÜR INTERNATIONALE ZUSAMMENARBËIT (GIZ) GmbH A N’GAOUNDERE Le Projet d’Appui à la Résilience Socio-Économique des Jeunes Vulnérables (Extrême-Nord.
Recrutement d'un Security Coordinator via Apave International Akwajobs   (Douala, Cameroon) Posted : 6 November, 2017 Category : Ingenieur   Location : Douala, Cameroon Job type : Full Time Notre société : Leader en recrutement sur le continent africain, Apave International vous propose chaque semaine de nombreuses opportunités de carrière au sein d'entreprises privées ou publiques et d'Institutions Internationales.
Recrutement d'un(e) Gestionnaire de comptes grandes entreprises via Apave International Akwajobs   (Douala, Cameroon) Posted : 6 November, 2017 Category : Banque, Assurance   Location : Douala, Cameroon Job type : Full Time Notre société :  Leader en recrutement sur le continent africain, Apave International vous propose chaque semaine de nombreuses opportunités de carrière au sein d'entreprises privées ou publiques et d'Institutions Internationales.
Recrutement d'un(e) Géophysicien(ne) Senior via Apave International Akwajobs   (Douala, Cameroon) Posted : 6 November, 2017 Category : Geologie   Location : Douala, Cameroon Job type : Full Time Notre société : Leader en recrutement sur le continent africain, Apave International vous propose chaque semaine de nombreuses opportunités de carrière au sein d'entreprises privées ou publiques et d'Institutions Internationales.
RECRUTEMENT ACCOUNTANT    (Yaoundé, Centre, Cameroun) Posted : 10 November, 2016 Category : Accounting / Finance   Location : Yaoundé, Centre, Cameroun Job type : Part Time Position: Accountant  We are looking for an intern for Accountant Position.
Field Communication Coordinator    (Yaoundé) Posted : 17 June, 2017 Category : Communication   Location : Yaoundé Job type : Part Time JOB OPPORTUNITY – in an International NGO: STRATEGIES   Position: Field Communication Coordinator    Location: Yaoundé, Cameroon   Contract Duration: 2 years   Contract Type: Full time - Local employment for a Country National   Contract Start: As soon as possible   Objective:   The incumbent of the position will report directly via dotted line to the Field Communication Manager.
STORES MANAGER Buea Jobs   (Doula) Posted : 11 May, 2017 Category : Management   Location : Doula Job type : Full Time Job Title: STORES MANAGER Job Summary * Oversee the day-to-day running of stores to ensure access to necessary materials and supplies.
PACKING PLANT MANAGER Buea Jobs   (Douala, Cameroon) Posted : 10 May, 2017 Category : Management   Location : Douala, Cameroon Job type : Full Time Job Summary * Oversee and coordinate cement packing and loading activities to ensure proper packing and timely loading of cement at the plant.
CONTENT MANAGER    (Douala, Cameroon) Posted : 29 May, 2017 Category : Administration    Location : Douala, Cameroon Job type : Full Time Brief Description Responsible for sourcing entertainment contents (music, videos, comedy, films, etc) from   content owners, partnering with them, and establishing partnerships with digital content   distribution platform owners for content marketing.
02 ASSISTANTS MAINTENANCE TECHNICIAN Cible RH   (Douala, Cameroon) Posted : 21 November, 2016 Category : Petroleum Industry   Location : Douala, Cameroon Job type : Full Time LOCATION?:   OFFSHORE     RATE PER ROTATION : Contact Cible RH for details     REPORT TO: Maintenance Technician   JOB MISSIONS?: Developing Operation and maintenance skills and assist in preventive maintenance;   Support maintenance crew activities in daily operations;   Ensure all safety rules and regulations are adhered to and that safety equipment is always available and used.
POLITICAL ANALYST Buea Jobs   (Yaoundé) Posted : 28 April, 2017 Category : Administration    Location : Yaoundé Job type : Full Time CALL FOR CANDIDATURES FOR THE POSITION OF A HIGHLY EXPERIENCED POLITICAL ANALYST IN YAOUNDE.
Station Administrator Buea Jobs   (Yaoundé) Posted : 27 April, 2017 Category : Administration    Location : Yaoundé Job type : Full Time Background: The International Institute of Tropical Agriculture (IITA) invites applications for the position of Station Administrator at IITA Cameroon, Yaounde.
Trainee Financial Consultant Buea Jobs   (Buea) Posted : 29 April, 2017 Category : Finance   Location : Buea Job type : Full Time Job Title: Trainee Financial Consultant  Eligibility: Bilingual (written & spoken English & French) Cameroonian, holder of a professional degree in the field of Accounting or other related fields with a 1 year minimum experience.
Office Manager Buea Jobs   (Buea) Posted : 29 April, 2017 Category : Administration    Location : Buea Job type : Full Time Eligibility: Bilingual (written & spoken English & French) Cameroonian, holder of a professional degree in the field of management or other related fields with a 1 year minimum experience in a team leadership (coordination).
01 FIELD OPERATOR Cible RH   (Douala, Cameroon) Posted : 21 November, 2016 Category : Petroleum Industry   Location : Douala, Cameroon Job type : Full Time LOCATION?:? OFFSHORE   RATE PER ROTATION?: Contact Cible RH for details   JOB MISSIONS?:.
Content Developer and Translator Buea Jobs   (Doula) Posted : 28 April, 2017 Category : Translation   Location : Doula Job type : Full Time  Employer: DIGITECQ LTD Brief description   Responsible for developing contents in any format (Xlm, Mp3, Mp4, Audio, .doc) in both French and   English with a mastery in communication skills.
RECRUTEMENT COMMUNICATIONS MANAGER    (Yaoundé, Centre, Cameroun) Posted : 7 November, 2016 Category : Communication   Location : Yaoundé, Centre, Cameroun Job type : Part Time GiftedMom recrute un stagiaire au poste de  Communications Manager pouvant aboutir à un emploi à temps plein.
COMMERCIAL    (Doula) Posted : 22 May, 2017 Category : Commercial Et Marketing   Location : Doula Job type : Full Time Njorku est une plateforme technologique spécialisée dans les services de recrutement et de carrières dans toute l'Afrique.
MEDIATEUR PEDAGOGIQUE Cible RH   (Douala, Cameroon) Posted : 21 November, 2016 Category : Communication   Location : Douala, Cameroon Job type : Full Time       Avoir au moins un Bac +3/4 Gestion, Communication ou Sciences sociales   Avoir au moins 03 ans d'expérience en gestion de projets à caractère social   Avoir des compétences pointues en informatique, Avoir des compétences numériques, Etre doté de bonnes  aptitudes pédagogique       Apply for this job ×Close Apply for MEDIATEUR PEDAGOGIQUE Name Email Phone Resume (cv) Cover letter cancel Send application.
Category: Web Development Jobs Location: Douala Date Published Thu, 19 Oct 2017 05:33:33 -0400 Contract Type Full Time Salary Negociable Location Douala Required Experience 1-3years Expiry Date November 18 Description Mission principale: En service à la direction le l’information, vous avez à votre charge l’ensemble des fonctions de traitement de l’information nécessaire à la réalisation des missions de l’entreprise.
Category: Web Development Jobs Location: Douala Date Published Thu, 19 Oct 2017 05:32:15 -0400 Contract Type Full Time Salary Negociable Location Douala Required Experience 1-3years Expiry Date November 18 Description Référence : INGLOG/CAM/2017 Mission principale: En service à la direction logistique, vous avez à votre charge la gestion complète des flux matériels de l’entreprise.
Category: Sales And Marketing Jobs Location: Douala Date Published Tue, 12 Sep 2017 12:37:22 -0400 Contract Type Full Time Salary Negociable Location Douala Required Experience 1-3years Expiry Date September 18 Description Missions Principales :   Porter la mise en œuvre de la stratégie de marketing digital ; Assurer la gestion de leviers de communication digitale et du community management  dans  un  objectif  d'acquisition  client  et  de  valeur (réseaux sociaux, SEO/SEM, partenariats, affiliation, bannières publicitaires) ; Piloter  la  performance  du  dispositif  digital:  mesurer  l’efficacité  des campagnes et des leviers marketing, veille concurrentielle, étude du ROI des actions ; Piloter et encadrer les ressources (équipes, agences) en charge de mettre en œuvre les actions de marketing digital ; Coordonner les actions définies pour l'ensemble des domaines qui vous sont  rattachés  : Sites web/applications  mobiles, marketing, réseaux sociaux et autres canaux digitaux.
Category: Admin Jobs Location: Douala Date Published Tue, 08 Aug 2017 08:29:40 -0400 Contract Type Full Time Salary Negociable Location Douala Required Experience 1-3years Expiry Date August 1 Description YOU WANT TO BE PART OF AN INNOVATIVE, DYNAMIC AND WORLD CHANGING TEAM?.
Category: Sales And Marketing Jobs Location: Douala Date Published Sun, 06 Aug 2017 13:55:29 -0400 Contract Type Full Time Salary Negociable Location Douala Required Experience Entry Level Expiry Date August 17 Description Une compagnie de la place dans le domaine du service en ligne est entrain de procéder aux recrutements d’un AGENT Commercial pour la ville de Buea DESCRIPTION SOMMAIRE DU RÔLE : Relevant du chargé des opérations marketing, la responsabilité des agents commerciaux est de promouvoir la vision de l’entreprise, enregistrer les clients a l’aide de leur Smartphone EXIGENCES : - Avoir un Smartphone ou une tablette - Minimum de 1 an d’expérience sur le marché du travail; - Forte aptitude de structure, personne méthodique et organisée; - Bilinguisme; - Facilité de communication; - Capacité à travailler sur plusieurs projets en même temps; - Aptitude à évoluer rapidement et à travailler dans le changement constant; - Capacité à assimiler rapidement les informations; TÂCHES ET RESPONSABILITÉS * Promouvoir la vision de l’entreprise * Informer et éduquer les clients des bienfaits de l’application * Enregistrer les clients via le smartphone/tablette/Ordinateur, une fois connecté sur internet.
Category: Sales And Marketing Jobs Location: Yaoundé Date Published Wed, 26 Jul 2017 09:46:36 -0400 Contract Type Intern Salary Negociable Location Yaoundé Required Experience 1-3years Expiry Date July 12 Description A private firm located in Douala is looking to hire professional interns for the position of Sales Representatives.
Category: Sales And Marketing Jobs Location: Buéa Date Published Fri, 03 Nov 2017 14:43:34 -0400 Contract Type Full Time Salary Negotiable Location Buéa Required Experience Entry Level Expiry Date 10 th December 2017 Description Main Job Tasks and Responsibilities •generate and qualify leads •source and develop client referrals •prepare sales action plans and strategies •schedule sales activity •develop and maintain a customer database •develop and maintain sales and promotional materials •plan and conduct direct marketing activities •make sales calls to new and existing clients •develop and make presentations of company products and services to current and potential clients •negotiate with clients •develop sales proposals •prepare and present sales contracts •conduct product training •maintain sales activity records and prepare sales reports •respond to sales inquiries and concerns by phone, electronically or in person •ensure customer service satisfaction and good client relationships •follow up on sales activity •perform quality checks on product and service delivery •monitor and report on sales activities and follow up for management •carry out market research and surveys •participate in sales events •monitor competitors, market conditions and product development Education and Experience •knowledge of relevant computer applications •knowledge of principles and practices of sales •knowledge of customer service principles •knowledge of basic business principles •knowledge of digital sales platforms •experience in sales •experience in making presentations •proven ability to achieve sales targets Key Competencies •planning and strategizing •persuasiveness •adaptability •verbal and written communication •negotiation skills •resilience and tenacity •stress tolerance •goal driven Apply By Filling The Form Below Name:     Email:     Phone Number:     Upload Resume/CV:       type your email and click on proceed to start the mobile application process Email:.
Latest Job Vacancies in Nigeria 2017 Graduate Trainee Kranite Nigeria Limited   Graduates / Freshers   Lagos Kranite Nigeria Limited commits itself to becoming an international company and a major Supplier and Designer Architectural Hardwares in Nigeria.
Latest Job Vacancies in Nigeria 2017 Graduate Trainee Kranite Nigeria Limited   Graduates / Freshers   Lagos Kranite Nigeria Limited commits itself to becoming an international company and a major Supplier and Designer Architectural Hardwares in Nigeria.
Rovedana Limited - When your business needs extend beyond your core competencies, turning to a leading firm in outsourcing and consulting services to help you regain your focus.
The Tamarind Group   Are you full of energy, passion and drive?.
Vernitech Consulting Limited is a comprehensive engineering firm with uncommon capabilities for planning, designing, executing construction projects, offering core mechanical, electrical, and plumbing design, as well as fire protection, architectural lighting technology, commissioning, and sustainable consulting services.
Medical Promotions / Sales Representative Chemiron Group of Company was established in 1987 and is a household brand today.
Head, Financial Control (in Mcrofinance subsidiary) - Any City Savvi Advisory Services - Our client is a holding company which has grown into a Diversified Group of companies consisting of several subsidiaries playing in different industries including the oil and gas, agro allied, financial services, mining, logistics and financial asset management.
Administration Manager Hubmart Stores Limited is a retail shopping chain of Nigerian heritage, offering multi-format stores in various locations and positioned to offer customers world-class shopping experience as well as a vast range of products.
Oscar Temple Graduate Trainee Recruitment 2017 Oscar Temple, our sole mission is to support the transformation and business improvement agendas of our clients by delivering the highest quality interim and permanent executive search and recruitment solutions across key markets.
Account Personnel Vernitech Consulting Limited is a comprehensive engineering firm with uncommon capabilities for planning, designing, executing construction projects, offering core mechanical, electrical, and plumbing design, as well as fire protection, architectural lighting technology, commissioning, and sustainable consulting services.
PricewaterhouseCooper (PwC) - Our client, in the Oil & Gas sector, is looking for the services of a qualified candidate to fill the position below: Job Title: Head, Risk Management Reference Number: 130-PEO00778 Location: Lagos Department: People & Change Nigeria Job type: Permanent Job Description The Head, Risk Management will strive to minimise exposure to potential risk and mitigate impact on business performance by establishing and implementing a robust enterprise risk management framework to enable the company achieve its strategic objectives.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: Microbiologist Job Code: M 026 Location: Owerri, Imo Requirements Minimum qualification of B.Sc/HND/OND in Pharmacy, Microbiology, Chemistry and other related medical science degree with minimum of 3 years experience in the applied posts.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: Quality Control/Quality Assurance Manager Job Code: QCAM 025 Location: Owerri, Imo Requirements Minimum qualification of B.Sc/HND/OND in Pharmacy, Microbiology, Chemistry and other related medical science degree with minimum of 3 years experience in the applied posts.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: End of Packing Line Operator Job Code: EPLO 021 Location: Owerri, Imo Requirements Minimum qualification of B.Sc/HND/OND in Pharmacy, Microbiology, Chemistry and other related medical science degree with minimum of 3 years experience in the applied posts.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: Labeling Machine Operator Job Code: LMO 019 Location: Owerri, Imo Requirements Minimum qualification of B.Sc/HND/OND in Pharmacy, Microbiology, Chemistry and other related medical science degree with minimum of 3 years experience in the applied posts.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: Machine Operator, Bottle Washing Job Code: BW 016 Location: Owerri, Imo Requirements Minimum qualification of B.Sc/HND/OND in Pharmacy, Microbiology, Chemistry and other related medical science degree with minimum of 3 years experience in the applied posts.
Dunu Nigeria Limited, an Engineering business company, is looking for the services of a qualified candidate to fill the position below: Job Title: Marketer Location: Abuja Requirements Candidates should possess B.Sc, HND, ACCA, ACA with not less than 5 years working experience.
PriceWaterhouseCoopers (PwC) - We're a network of firms in 158 countries with more than 236,000 people who are committed to delivering quality in assurance, tax and advisory services.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: Machine Operator, Liquid Manufacturing (Fabrication Area) Job Code: LMF 015 Location: Owerri, Imo Requirements Minimum qualification of B.Sc/HND/OND in Pharmacy, Microbiology, Chemistry and other related medical science degree with minimum of 3 years experience in the applied posts.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: Formulation Development Manager Job Code: FDM 014 Location: Owerri, Imo Requirements Minimum qualification of B.Sc/HND/OND in Pharmacy, Microbiology, Chemistry and other related medical science degree with minimum of 3 years experience in the applied posts.
African Development Bank Group (AfDB) - Established in 1964, the African Development Bank is the premier pan-African development institution, promoting economic growth and social progress across the continent.
Hillstar Hospital, a reputable hospital in Mushin, Lagos State, is recruiting suitably qualified candidates to fill the position below: Job Title: Human Resources and Administrative Manager Location: Lagos Job Description An Experience Human Resources and Administrative Manager (HRM) with vast knowledge in HMO and Hospital Administration is needed.
Hobark International Limited (HIL) is the parent company of the Hobark group operating in the oil and gas industry.
Adexen Recruitment Agency - Our client, an international Oil & Gas group, is recruiting suitably qualified candidates to fill the position below: Job Title: Punch List Coordinator Job Reference: 1341 Location: Nigeria Industry: Energy / Oil & Gas Function: Engineering Summary Adexen Recruitment is mandated by an international Oil & Gas group to recruit a Punch List Coordinator for an offshore project.
Vernitech Consulting Limited is a comprehensive engineering firm with uncommon capabilities for planning, designing, executing construction projects, offering core mechanical, electrical, and plumbing design, as well as fire protection, architectural lighting technology, commissioning, and sustainable consulting services.
Vernitech Consulting Limited is a comprehensive engineering firm with uncommon capabilities for planning, designing, executing construction projects, offering core mechanical, electrical, and plumbing design, as well as fire protection, architectural lighting technology, commissioning, and sustainable consulting services.
ABB is a leader in power and automation technologies that enable utility, industry, and transport and infrastructure customers to improve their performance while lowering environmental impact.
At Rovedana, we believe that Outsourcing can be better delivered in a seamless way and with a human face.
The International Rescue Committee (IRC) responds to the world’s worst humanitarian crises and helps people to survive and rebuild their lives.
Bolton White Hotels & Apartments is a leading firm in the hospitality industry.
The International Rescue Committee (IRC) responds to the world’s worst humanitarian crises and helps people to survive and rebuild their lives.
Chef Assistant needed at Foodie-Varsity Limited Foodie-Varsity is not just another delivery service next door, we are looking to becoming a food network across Africa.
Chemiron Group of Company was established in 1987 and is a household brand today.
Head of Innovation A Non-governmental Organization (NGO) established in 2006 to promote trade in Nigerian produced goods with other African countries has openings for the position below: Job Position: Head of Innovation Job Location: Nigeria Position reporting to: The Board Requirements University graduate, with over 10 years’ experience in start-up companies with good track record, Knowledge of West African Trade and ability to speak French is an advantage.
Business Development Officer Vernitech Consulting Limited is a comprehensive engineering firm with uncommon capabilities for planning, designing, executing construction projects, offering core mechanical, electrical, and plumbing design, as well as fire protection, architectural lighting technology, commissioning, and sustainable consulting services.
Human Resources and Administrative Manager Hillstar Hospital, a reputable hospital in Mushin, Lagos State, is recruiting suitably qualified candidates to fill the position below: Job Position: Human Resources and Administrative Manager Job Location: Lagos Job Description An Experience Human Resources and Administrative Manager (HRM) with vast knowledge in HMO and Hospital Administration is needed.
Hobark International Limited (HIL) is the parent company of the Hobark group operating in the oil and gas industry.
A large, modern integrated farm located near Awka, Anambra State, seeks to recruit qualified and experienced professionals for the position below: Job Title: Administrative Officer Location: Awka, Anambra Qualifications Proven work experience as an Administrative Officer or similar role Solid knowledge of office procedures Excellent written and verbal communications skills Hands-on experience with MS Excel and MS Word Strong organizational, problem-solving and people-management skills Application Closing Date 21st November, 2017.
The Independent National Electoral Commission (INEC) - No fewer than 4,000 ad hoc staff would be redeployed from other states to Anambra State for the conduct of the November 18 gubernatorial election, the Independent National Electoral Commission (INEC), has said.
A reputable Construction company requires the services of suitable and qualified candidates to fill the position below: Job Title: Store Officer Location: Lagos Requirements B.Sc/HND with experience in purchasing and store control.
Standard Chartered Bank Nigeria - We attract talented individuals.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: Financial Manager Job Code: FM 034 Location: Owerri, Imo Requirements Applicants are expected to possess a minimum qualification of B.Sc./HND/OND in Engineering (Electrical/Mechanical), Management Marketing, Accountancy, Banking and Finance or other Social Science related courses with not less than 3 years experience in.
White Tulip Consulting Limited - Our client, an ambitious and forward-looking pharmaceutical group, involved in marketing/distribution of OTC & PoM pharmaceuticals.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: Admin Assistant Job Code: AA 031 Location: Owerri, Imo Requirements Applicants are expected to possess a minimum qualification of B.Sc./HND/OND in Engineering (Electrical/Mechanical), Management Marketing, Accountancy, Banking and Finance or other Social Science related courses with not less than 3 years experience in.
White Tulip Consulting Limited - Our client, an ambitious and forward-looking pharmaceutical group, involved in marketing/distribution of OTC & PoM pharmaceuticals.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: Chemical Analyst Job Code: CA 027 Location: Owerri, Imo Requirements Minimum qualification of B.Sc/HND/OND in Pharmacy, Microbiology, Chemistry and other related medical science degree with minimum of 3 years experience in the applied posts.
A large, modern integrated farm located near Awka, Anambra State, seeks to recruit qualified and experienced professionals for the position below: Job Title: Accounting Assistant Location: Awka, Anambra Qualifications Minimum 2 years’ experience as an Accounting Assistant or Accounting Clerk Knowledge of basic book keeping procedures Familiarity with finance procedures Hands-on experience with MS Excel and accounting software packages Organizational skills BSc/HND in Accounting, Finance or relevant field Application Closing Date 21st November, 2017.
A large, modern integrated farm located near Awka, Anambra State, seeks to recruit qualified and experienced professionals for the position below: Job Title: Farm Manager (Poultry, Fish, Crop) Location: Awka, Anambra Qualifications Minimum 2 years’ experience in managing a medium to large scale commercial poultry (automated systems), fish or crop (mechanized) farm Effective people management skills Ability to carry out manual duties Proficient record keeping skills B.Sc/HND in relevant field Application Closing Date 21st November, 2017.
A reputable Property company requires the services of suitable and qualified candidates to fill the position below: Job Title: Account Officer Location: Lagos Requirement Interested candidates should possess relevant qualifications.
A reputable Property company requires the services of suitable and qualified candidates to fill the position below: Job Title: Estate Surveyor Location: Lagos Requirement Interested candidates should possess relevant qualifications.
The International Tobacco Company Limited, is recruiting suitably qualified candidates for the following positions below: 1.) Catering Manager Click Here To View Details 2.) Human Resources Executive Click Here To View Details 3.) Procurement and Contract Executive Click Here To View Details 4.) Sales Representative Click Here To View Details 5.) Production Operator (Packing Machines) Click Here To View Details 6.) Production Supervisor Click Here To View Details 7.) Planning Executive Click Here To View Details 8.) Electrical Technician Click Here To View Details 9.) Mechanical Technician Click Here To View Details 10.) Electrical Maintenance Engineer Click Here To View Details 11.) Mechanical Maintenance Engineer Click Here To View Details 12.) Assets Engineer Click Here To View Details 13.) Project Engineer Click Here To View Details Application Closing Date 22nd November, 2017.
The International Rescue Committee (IRC) responds to the world’s worst humanitarian crises and helps people to survive and rebuild their lives.
Formulation Development Manager A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below:  Job Position: Formulation Development Manager Job Code: FDM 014 Job Location: Owerri, Imo Basic Requirements Minimum qualification of B.Sc/HND/OND in Pharmacy, Microbiology, Chemistry and other related medical science degree with minimum of 3 years experience in the applied posts.
Sales Representative Kimberly Hunter Ltd is Recruiting for the below position: Job Title: Sales Representative Location: Lagos Job Role: Meet monthly target.
A reputable Construction company requires the services of suitable and qualified candidates to fill the position below: Job Title: Auditor Location: Lagos Requirements BSc/HND with ACCA.
Cooperazione Internazionale (COOPI) is an Italian humanitarian non-governmental organization founded in Milan in 1965.
BSS Consulting Limited, a leading Health and Safety Practitioner company with clients in Oil and Gas, Manufacturing, Power, Security, Telecom, Banking and Hospitality across the country, is recruiting suitably qualified and experienced candidates for immediate employment in the position below: Job Title: Fire Safety Engineer Location: Lagos Job Responsibilities Servicing of Clients: Fire Extinguisher, Hydrant Hose Reel etc. Requirements Candidates must possess a B.Sc/HND in Mechanical Engineering from any recognized University or Polytechnic.
Events Manager A reputable Radio Station with Head office in Lagos, requires seasoned professionals to fill the vacant position below: Job Position: Events Manager Job Location: Lagos Job Description Planning events from start to finish according to requirement, target audience and objective.
Cooperazione Internazionale (COOPI) is an Italian humanitarian non-governmental organization founded in Milan in 1965.
A corporate entity that is into project implementation and other interests has retained our services for the recruitment of competent personnel to fill some vacant position occasioned by an on-going restructuring.
Standard Chartered Bank Nigeria Recent Job Opening Standard Chartered Bank Nigeria - We attract talented individuals.
A corporate entity that is into project implementation and other interests has retained our services for the recruitment of competent personnel to fill some vacant position occasioned by an on-going restructuring.
A corporate entity that is into project implementation and other interests has retained our services for the recruitment of competent personnel to fill some vacant position occasioned by an on-going restructuring.
A corporate entity that is into project implementation and other interests has retained our services for the recruitment of competent personnel to fill some vacant position occasioned by an on-going restructuring.
A corporate entity that is into project implementation and other interests has retained our services for the recruitment of competent personnel to fill some vacant position occasioned by an on-going restructuring.
WTS Energy provides recruitment and manpower services for the global oil and gas and energy industries.
W-Holistic Business Solutions - Our client, a reputable and growing enterprise in the printing industry, is recruiting to fill the position below: Job Title: Marketing and Sales Officer (Printing) Location: Ajah, Lagos Responsibilities The responsibilities of the ideal candidate will be to: Carry out outdoor marketing to big companies, schools and other establishments to get their printing work on retainership basis and increase customer base, making sure that they offer their printing work daily, monthly and yearly to the organisation.
Oracle provides the world's most complete, open, and integrated business software and hardware systems, with more than 370,000 customers including 100 of the Fortune 100 representing a variety of sizes and industries in more than 145 countries around the globe.
East Century Capital is a full service global investment bank serving large and middle market companies throughout Africa, Latin America, Europe and East Asia.
The United Nations World Food Programme is the world's largest humanitarian agency fighting hunger worldwide.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: National Sales Manager Location: Owerri, Imo Requirements Applicants are expected to possess a minimum qualification of B.Sc./HND/OND in Engineering (Electrical/Mechanical), Management Marketing, Accountancy, Banking and Finance or other Social Science related courses with not less than 3 years experience in.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: Regional Sales Manager Location: Owerri, Imo Requirements Applicants are expected to possess a minimum qualification of B.Sc./HND/OND in Engineering (Electrical/Mechanical), Management Marketing, Accountancy, Banking and Finance or other Social Science related courses with not less than 3 years experience in.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: Country Sales Manager Location: Owerri, Imo Requirements Applicants are expected to possess a minimum qualification of B.Sc./HND/OND in Engineering (Electrical/Mechanical), Management Marketing, Accountancy, Banking and Finance or other Social Science related courses with not less than 3 years experience in.
Administrative Officer A large, modern integrated farm located near Awka, Anambra State, seeks to recruit qualified and experienced professionals for the position below: Job Position: Administrative Officer Job Location: Awka, Anambra Qualifications Proven work experience as an Administrative Officer or similar role Strong organizational, problem-solving and people-management skills Solid knowledge of office procedures Excellent written and verbal communications skills Hands-on experience with MS Excel and MS Word Application Deadline 21st November, 2017.
Real Estate and Renting Director Job in a Reputable Firm We are a leading Properties Development and Real Estate company with a wide spread across Nigeria and some West African Countries.
